
İlaç Adı,Barkod,ATC Kodu,ATC Adı
IMPACT ORAL RTD TROPIK MEYVE 237 ML,8690632990569,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations"
IMPACT ORAL RTD VANILYA 237 ML,8690632990545,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations"
IMPETEX 10 GR KREM,8699525354754,D07BC04,diflucortolone and antiseptics
IMUPRET KAPLI TABLET (50 TABLET),8680952380966,R05X,OTHER COLD PREPARATIONS
IMUPRET ORAL DAMLA (100 ML),8680952385961,R05X,OTHER COLD PREPARATIONS
IMURAN  50 MG 100 TABLET,8699874080106,L04AX01,azathioprine
IMURAN 25 MG 100 TABLET,8699874080090,L04AX01,azathioprine
"INBROXA 150 MCG INHALASYON TOZU, SERT KAPSUL (30 KAPSUL)",8699525558954,R03AC18,indacaterol
INCLAR 500 MG IV INFUZYON ICIN LIYOFILIZE TOZ VE COZUCU (1 FLAKON),8680712790158,J01FA09,clarithromycin
"INDURIN 2,5 MG 30 TABLET",8699792011336,C03BA11,indapamide
INFASOURCE 200 ML,8690632244792,V06C,INFANT FORMULAS
INFASURF 35 MG/ML INTRATRAKEAL SUSPANSIYON 3 ML,8699738770785,R07AA02,natural phospholipids
INFASURF 35 MG/ML INTRATRAKEAL SUSPANSIYON 6 ML,8699738770822,R07AA02,natural phospholipids
INFATRINI 200 ML,8699745004477,V06C,INFANT FORMULAS
"INFENIL  45,5 MG/2 ML IM/IV ENJEKSIYONLUK COZELTI ICEREN AMPUL (5 AMPUL)",8680712750060,R06AB05,pheniramine
INFERJECT 500 MG/10 ML I.V. ENJEKSIYON/INFUZYON ICIN COZELTI (1 ADET),8699514750185,B03AC,"iron, parenteral preparations"
INFEX 100 MG/5 ML ORAL SUSPANSIYON HAZIRLAMAK ICIN KURU TOZ 100 ML,8697927280435,J01DD13,cefpodoxime
INFEX 200 MG 15 FILM TABLET,8697927090027,J01DD13,cefpodoxime
INFEX 200 MG 20 FILM TABLET,8697927090034,J01DD13,cefpodoxime
INFLACORT 0.25 MG/ML NEBULIZASYON SUSPANSIYONU (20 ADET),8699569520122,R03BA02,budesonide
INFLACORT 0.5 MG/ML NEBULIZASYON SUSPANSIYONU (20 ADET),8699569520139,R03BA02,budesonide
"INFLASED % 0,1 5 ML GOZ DAMLASI",8699569610144,S01BC03,diclofenac
INFLUVAC TETRA 0.5 ML IM/SC ENJEKSIYONLUK USPANSIYON ICEREN KULLANIMA HAZIR ENJEKTOR (1 ENJEKTOR),8699548955365,J07BB02,"influenza, inactivated, split virus or surface antigen"
INHIBACE 1 MG FILM KAPLI TABLET ,8699511099003,C09AA08,cilazapril
"INHIBACE 2,5 MG FILM KAPLI TABLET",8699511099010,C09AA08,cilazapril
INHIBACE 5 MG 28 TABLET,8699511099027,C09AA08,cilazapril
"INHIBACE PLUS 5 MG / 12,5 MG 28 TABLET",8699511099034,C09BA08,cilazapril and diuretics
INLYTA 1 MG 56 FILM KAPLI TABLET,8681308099181,L01EK01,axitinib
INLYTA 3 MG 56 FILM KAPLI TABLET,8681308099211,L01EK01,axitinib
INLYTA 5 MG 56 FILM KAPLI TABLET,8681308099198,L01EK01,axitinib
INLYTA 7 MG 56 FILM KAPLI TABLET,8681308099235,L01EK01,axitinib
INSIDON  50 MG KAPLI TABLET (30 TABLET),8699586120060,N06AA05,opipramol
INSOMIN 50 MG 30 DRAJE,8699772120263,N06AA05,opipramol
INSPRA 25 MG 30 FILM KAPLI TABLET,8699532094001,C03DA04,eplerenone
INSTAR PIC SOLUTION KALEM IGNE UCU 4 MM 32 G,8699809990029,V07AY,Other non-therapeutic auxiliary products
INSTAR PIC SOLUTION KALEM IGNE UCU 6 MM 32 G,8699809990036,V07AY,Other non-therapeutic auxiliary products
INSTAR PIC SOLUTION KALEM IGNE UCU 8 MM 32 G,8699809990050,V07AY,Other non-therapeutic auxiliary products
INSULATARD HM 100 IU 5X3 ML KARTUS,8699676950416,A10AC01,insulin (human)
INSULIPON 600 MG FILM KAPLI TABLET (30 TABLET),8680199098471,A16AX01,thioctic acid
INSULIPON 600 MG/50 ML ENJEKSIYONLUK COZELTI ICEREN FLAKON (1 FLAKON),8680199768886,A16AX01,thioctic acid
INTELENCE 100 MG 120 TABLET,8699593015298,J05AG04,etravirine
INTRAFEN 400 MG/ML 4 ML IV INFUZYONLUK COZELTI ICEREN 1 FLAKON,8699783770242,M01AE01,ibuprofen
INTRAFEN 800 MG/ML 8 ML IV INFUZYONLUK COZELTI ICEREN 1 FLAKON,8699783770259,M01AE01,ibuprofen
INTRATECT 5 G/100 ML IV INFUZYONLUK COZELTI (1 FLAKON),8682109319843,J06BA02,"immunoglobulins, normal human, for intravascular adm."
INVEGA 3 MG 28 UZATILMIS SALIMLI TABLET,8699593035760,N05AX13,paliperidone
INVEGA 6 MG 28 UZATILMIS SALIMLI TABLET,8699593035784,N05AX13,paliperidone
INVEGA 9 MG 28 UZATILMIS SALIMLI TABLET,8699593035807,N05AX13,paliperidone
IPRABUL 500 MCG / 2 ML NEBULIZASYON ICIN INHALASYON COZELTISI,8680741520948,R03BB01,ipratropium bromide
IPRALEV 20/50 MCG INHALASYON ICIN OLCULU DOZLU AEROSOL 200 DOZ,8697927522504,R03AL,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids
"IPRASAL NEBULIZASYON ICIN TEK DOZLUK INHALASYON COZELTISI ICEREN FLAKON 20x2,5 ML FLAKON/KUTU",8699844520670,R03AL02,salbutamol and ipratropium bromide
IPRATOM 250 MCG/2 ML NEBULIZASYON ICIN TEK DOZLUK INHALASYON COZELTISI,8699844521073,R03BB01,ipratropium bromide
IPRATOM 500 MCG/2 ML NEBULIZASYON ICIN TEK DOZLUK INHALASYON COZ. ICEREN 20 FLAKON,8699844521080,R03BB01,ipratropium bromide
IPRAVENT 0.5MG/2.5ML + 2.5MG/2.5ML NEBULIZAYON ICIN INHALASYON COZELITISI (20 FLAKON),8680741521174,R03AL02,salbutamol and ipratropium bromide
IPRAVENT 20/100 MCG INHALASYON ICIN AEROSOL 200 DOZ,8680741520276,R03AL02,salbutamol and ipratropium bromide
"IPRAZOLIN DUO 0,5 MG + 0,6 MG/ML BURUN SPREYI, COZELTI",8683447540029,R01AB06,xylometazoline 
IRBECOR 150 MG 28 FILM KAPLI TABLET,8699680090276,C09CA04,irbesartan
IRBECOR 300 MG 28 FILM KAPLI TABLET,8699680090283,C09CA04,irbesartan
"IRBECOR PLUS 150 MG /12,5 MG 28 FILM TABLET",8699680090290,C09DA04,irbesartan and diuretics
"IRBECOR PLUS 300 MG /12,5 MG 28 FILM TABLET",8699680090306,C09DA04,irbesartan and diuretics
IRDA 150 MG 28 FILM TABLET,8699540098459,C09CA04,irbesartan
IRDA 300 MG 28 FILM TABLET,8699540098503,C09CA04,irbesartan
IRDAPIN 150 MG/10 MG 28 FİLM TABLET,8699262090694,C09DB05,irbesartan and amlodipine
IRDAPIN 150 MG/5 MG 28 FİLM TABLET,8699262090687,C09DB05,irbesartan and amlodipine
IRDAPIN 300 MG/10 MG 28 FİLM TABLET,8699262090717,C09DB05,irbesartan and amlodipine
IRDAPIN 300 MG/5 MG 28 FILM TABLET,8699262090700,C09DB05,irbesartan and amlodipine
"IRDAPIN PLUS 150/10/12,5 MG 28 FİLM TABLET",8699262090656,C09DX07,"irbesartan, amlodipine and hydrochlorothiazide"
"IRDAPIN PLUS 150/5/12,5 MG 28 FİLM TABLET",8699262090649,C09DX07,"irbesartan, amlodipine and hydrochlorothiazide"
"IRDAPIN PLUS 300/10/12,5 MG 28 FİLM TABLET",8699262090670,C09DX07,"irbesartan, amlodipine and hydrochlorothiazide"
"IRDAPIN PLUS 300/5/12,5 MG 28 FILM TABLET",8699262090663,C09DX07,"irbesartan, amlodipine and hydrochlorothiazide"
IRESSA 250 MG 30 FILM KAPLI TABLET,8699786092792,L01EB01,gefitinib
IRINOCAM 100 MG/5 ML IV PERFUZYON ICIN ENJEKTABL STERIL SOLUSYON,8699828760047,L01CE02,irinotecan
IRINOCAM 300 MG/15 ML IV PERFUZYON ICIN ENJEKTABL STERIL SOLUSYON,8699828760122,L01CE02,irinotecan
IROFOL 100 ML SURUP,8680645570018,B03AE10,various combinations
IRONTU 100 MG/5 ML IV INFUZYON ICIN KON. COZ. ICEREN FLAKON,8699650772553,L01CE02,irinotecan
IRONTU 40 MG/2 ML IV INFUZYON ICIN KON. COZ. ICEREN FLAKON,8699650772560,L01CE02,irinotecan
IROZINC KAPSUL (20 KAPSUL),8680150150019,B03AE10,various combinations
ISENTRESS 400 MG 60 FILM KAPLI TABLET,8699636090220,J05AJ01,raltegravir
ISOBAL DENG.ELEK. 1000 ML SOLUSYON(SETSIZ),8699607695515,B05XA30,combinations of electrolytes
ISOBAL DENG.ELEK. 500 ML SOLUSYON(SETSIZ),8699607695014,B05XA30,combinations of electrolytes
ISOHES %6 (SETLI) 500 ML SOLUSYON,8699556694454,B05AA07,hydroxyethylstarch
ISOHES %6 (SETSIZ)500 ML SOLUSYON,8699556694492,B05AA07,hydroxyethylstarch
ISOLYTE M %5 DEKSTROZLU MULTIPLE ELEKTROIT IDAME COZELTISI 500 ML (SETSIZ-MEDIFLEKS),8699828690924,B05BB02,electrolytes with carbohydrates
ISOLYTE M PVC 500 ML(SETLI),8699828690917,B05BB02,electrolytes with carbohydrates
ISOLYTE PVC 1000 ML(SETLI),8699828690894,B05XA30,combinations of electrolytes
ISOLYTE PVC 1000 ML(SETSIZ),8699828690900,B05XA30,combinations of electrolytes
ISOLYTE PVC 500 ML(SETLI) ,8699828690870,B05XA30,combinations of electrolytes
ISOLYTE PVC 500 ML(SETSIZ),8699828690887,B05XA30,combinations of electrolytes
ISOLYTE-M %5 DEKSTROZ PVC  1000 ML(SETLI),8699828690931,B05BB02,electrolytes with carbohydrates
ISOLYTE-M %5 DEKSTROZ PVC  1000 ML(SETSIZ),8699828690948,B05BB02,electrolytes with carbohydrates
ISOLYTE-S PH 7.4 MULTIPLE ELEKTOLIT COZELTISI 500 ML (SETSIZ),8699828690962,B05XA30,combinations of electrolytes
ISOLYTE-S PH 7.4 MULTIPLE ELEKTROLIT CÖZELTISI 500 ML (SETLI),8699828690955,B05XA30,combinations of electrolytes
ISOLYTE-S PH 7.4 PVC  1000 ML(SETLI),8699828690979,B05XA30,combinations of electrolytes
ISOLYTE-S PH 7.4 PVC  1000 ML(SETSIZ),8699828690986,B05XA30,combinations of electrolytes
ISOPTIN 40 MG 30 FILM TABLET,8699548090806,C08DA01,verapamil
ISOPTIN 80 MG 50 FILM TABLET,8699548090820,C08DA01,verapamil
ISOPTIN KKH 120 MG 50 YAVAS SALIMLI FILM TABLET,8699548030420,C08DA01,verapamil
ISOPTIN SR 240 MG 50 FILM TABLET,8699548031953,C08DA01,verapamil
ISORAT 20 MG 20 TABLET,8699578011819,C01DA14,isosorbide mononitrate
ISORAT 40 MG 20 TABLET,8699578011826,C01DA14,isosorbide mononitrate
ISORDIL  5 MG SUBLINGUAL 50 TABLET,8699638054213,C01DA08,isosorbide dinitrate
ISORDIL 10 MG 50 TABLET,8699638014224,C01DA08,isosorbide dinitrate
ISOSOL IE DENGELI ELEKTROLIT SOLUSYONU 1000 ML(SETLI),8699508690220,B05XA30,combinations of electrolytes
ISOSOL IE DENGELI ELEKTROLIT SOLUSYONU 500 ML(SETLI),8699508690213,B05XA30,combinations of electrolytes
ISOSOL P % 5 DEKSTROZLU PEDIATRIK IDAME SOLUSYONU 500 ML SETLI,8699508690497,B05BB02,electrolytes with carbohydrates
ISOSOL-IE DEN.EL. 1000 ML SOLUSYON(SETSIZ),8699508690466,B05XA30,combinations of electrolytes
ISOSOL-IE DEN.EL. 500 ML SOLUSYON(SETSIZ),8699508690459,B05XA30,combinations of electrolytes
ISOSOL-M % 5 DEKSTROZLU ELEKTROLIT SOLUSYONU 1000 ML(SETLI),8699508690244,B05BB02,electrolytes with carbohydrates
ISOSOL-M % 5 DEKSTROZLU ELEKTROLIT SOLUSYONU 500 ML(SETLI),8699508690237,B05BB02,electrolytes with carbohydrates
ISOSOL-M %5 DEKSTROZ 1000 ML SOLUSYON(SETSIZ),8699508690480,B05BB02,electrolytes with carbohydrates
ISOSOL-M %5 DEKSTROZ 500 ML SOLUSYON(SETSIZ),8699508690473,B05BB02,electrolytes with carbohydrates
ISOSOL-P %5 DEKSTROZ 500 ML SOLUSYON(SETSIZ),8699508690503,B05BB02,electrolytes with carbohydrates
ISOSOURCE JUNIOR MİX 500 ML,8690632247359,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations"
ISOSOURCE PROTEIN 500 ML VANILLA,8690632990057,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations"
ISOVIT 100 TABLET,8699525010780,J04AC51,"isoniazid, combinations"
IVHEBEX 5000 IU/100 ML IV INF. ICIN LIYOFILIZE TOZ ICEREN 1 FLAKON,8699538983668,J06BB04,hepatitis B immunoglobulin
IXIFI 100 MG I.V. INFUZYONLUK COZELTI HAZIRLAMADA KULLANILACAK KONSANTRE ICIN TOZ,8681308771018,L04AB02,infliximab
IZODEKS 1/3 PVC   250 ML(SETLI),8699828690832,B05BB02,electrolytes with carbohydrates
IZODEKS 1/3 PVC   500 ML(SETLI),8699828690856,B05BB02,electrolytes with carbohydrates
IZOLEKS DENGELI ELEKTROLIT BIOSEL SOL 1000 ML SETLI SISE,8699788691054,B05XA30,combinations of electrolytes
IZOLEKS DENGELI ELEKTROLIT BIOSEL SOL 1000 ML SETSIZ SISE,8699788690750,B05XA30,combinations of electrolytes
IZOLEKS DENGELI ELEKTROLIT BIOSEL SOL 500 ML SETLI SISE,8699788695144,B05XA30,combinations of electrolytes
IZOLEKS DENGELI ELEKTROLIT BIOSEL SOL 500 ML SETSIZ SISE,8699788690149,B05XA30,combinations of electrolytes
IZOLEKS-M %5 DEKSTROZ BIOSEL SOL 1000 ML SETLI SISE,8699788691061,B05BB02,electrolytes with carbohydrates
IZOLEKS-M %5 DEKSTROZ BIOSEL SOL 1000 ML SETSIZ SISE,8699788690767,B05BB02,electrolytes with carbohydrates
IZOLEKS-M %5 DEKSTROZ BIOSEL SOL 500 ML SETLI SISE,8699788695151,B05BB02,electrolytes with carbohydrates
IZOLEKS-M %5 DEKSTROZ BIOSEL SOL 500 ML SETSIZ SISE,8699788690156,B05BB02,electrolytes with carbohydrates
IZOLEKS-P %5 DEKSTROZ SOL 500 ML SETLI,8699788695168,B05BB02,electrolytes with carbohydrates
IZOLEKS-P %5 DEKSTROZ SOL 500 ML SETSIZ,8699788690163,B05BB02,electrolytes with carbohydrates
IZOLEN 1000 ML SOLUSYON SETLI,8699606690573,B05BB01,electrolytes
IZOLEN 500 ML SOLUSYON SETLI,8699606690559,B05BB01,electrolytes
IZOLEN SISE SETSIZ 1000 ML SOLUSYON,8699606690580,B05XA30,combinations of electrolytes
IZOLEN SISE SETSIZ 500 ML SOLUSYON,8699606690566,B05XA30,combinations of electrolytes
IZOLEN-M %5 DEKSTROZ SOLUSYON 1000 CC SETLI (CAM SISE),8699606692812,B05BB02,electrolytes with carbohydrates
IZOLEN-M %5 DEKSTROZ SOLUSYON 1000 CC SETSIZ (CAM SISE),8699606692829,B05BB02,electrolytes with carbohydrates
IZOLEN-M %5 DEKSTROZLU SOLUSYON 500 CC CAM SISE SETLI,8699606692799,B05BB02,electrolytes with carbohydrates
IZOLEN-M %5 DEKSTROZLU SOLUSYON 500 CC CAM SISE SETSIZ,8699606692805,B05BB02,electrolytes with carbohydrates
IZOLEN-P %5 DEKSTROZ ELEKTROLIT SOLUSYONU 1000 CC SETLI (CAM SISE),8699606692775,B05BB02,electrolytes with carbohydrates
IZOLEN-P %5 DEKSTROZ ELEKTROLIT SOLUSYONU 1000 CC SETSIZ (CAM SISE),8699606692782,B05BB02,electrolytes with carbohydrates
IZOLEN-P %5 DEKSTROZ ELEKTROLIT SOLUSYONU 500 CC SETLI (CAM SISE),8699606692751,B05BB02,electrolytes with carbohydrates
IZOLEN-P %5 DEKSTROZ ELEKTROLIT SOLUSYONU 500 CC SETSIZ (CAM SISE),8699606692768,B05BB02,electrolytes with carbohydrates
IZOMIX 1/2 500 ML SOL SETLI SISE,8699788695076,B05BB02,electrolytes with carbohydrates
IZOMIX 1/2 500 ML SOL SETSIZ SISE,8699788690071,B05BB02,electrolytes with carbohydrates
IZOMIX 1/3 500 ML SOL SETLI SISE,8699788695083,B05BB02,electrolytes with carbohydrates
IZOMIX 1/3 500 ML SOL SETSIZ SISE,8699788690088,B05BB02,electrolytes with carbohydrates
IZOMIX 1/4 1000 ML SOL SETLI SISE,8699788691023,B05BB02,electrolytes with carbohydrates
IZOMIX 1/4 1000 ML SOL SETSIZ SISE,8699788690729,B05BB02,electrolytes with carbohydrates
IZOMIX 1/4 500 ML SOL SETLI SISE,8699788695090,B05BB02,electrolytes with carbohydrates
IZOMIX 1/4 500 ML SOL SETSIZ SISE,8699788690095,B05BB02,electrolytes with carbohydrates
"IZOTONIK SODYUM KLORUR BIOSEL SOL %0,9 1000 ML SETLI SISE",8699788691108,B05XA03,sodium chloride
"IZOTONIK SODYUM KLORUR BIOSEL SOL %0,9 500 ML SETLI SISE",8699788695205,B05XA03,sodium chloride
IZOTONIK SODYUM KLORUR COZELTISI 100 ML (MEDIFLEKS SETSIZ),8699828690344,B05XA03,sodium chloride
IZOTONIK SODYUM KLORUR COZELTISI 100 ML (SETLI),8699828690337,B05XA03,sodium chloride
IZOTONIK SODYUM KLORUR COZELTISI 1000 ML (MEDIFLEKS SETLI),8699828690252,B05XA03,sodium chloride
IZOTONIK SODYUM KLORUR COZELTISI 1000 ML (MEDIFLEKS SETSIZ),8699828690269,B05XA03,sodium chloride
IZOTONIK SODYUM KLORUR COZELTISI 150 ML (MEDIFLEKS SETLI),8699828690313,B05XA03,sodium chloride
IZOTONIK SODYUM KLORUR COZELTISI 150 ML (SETSIZ),8699828690320,B05XA03,sodium chloride
IZOTONIK SODYUM KLORUR COZELTISI 250 ML (MEDIFLEKS SETSIZ),8699828690306,B05XA03,sodium chloride
IZOTONIK SODYUM KLORUR COZELTISI 250 ML (SETLI),8699828690290,B05XA03,sodium chloride
IZOTONIK SODYUM KLORUR COZELTISI 50 ML (MEDIFLEKS SETSIZ),8699828690368,B05XA03,sodium chloride
IZOTONIK SODYUM KLORUR COZELTISI 50 ML (SETLI),8699828690351,B05XA03,sodium chloride
IZOTONIK SODYUM KLORUR COZELTISI 500 ML (MEDIFLEKS SETSIZ),8699828690283,B05XA03,sodium chloride
IZOTONIK SODYUM KLORUR COZELTISI 500 ML (SETLI),8699828690276,B05XA03,sodium chloride
IZOTONIK SODYUM KLORUR IRIGASYON COZELTESI 1000 ML (SETSIZ PLASTIK SISE),8699828691006,B05CB01,sodium chloride
IZOTONIK SODYUM KLORUR IRIGASYON COZELTESI 500 ML (SETSIZ PLASTIK SISE),8699828690993,B05CB01,sodium chloride
IZOTONIK SODYUM KLORUR IRIGASYON COZELTISI 3000 ML (SETLI),8699828691013,B05CB01,sodium chloride
IZOTONIK SODYUM KLORUR IRIGASYON COZELTISI 3000 ML (SETSIZ),8699828691020,B05CB01,sodium chloride
"IZOVEF % 1 + % 0,1 KREM",8680131752447,D01AC20,imidazoles/triazoles in combination with corticosteroids
JADIROX 180 MG FILM KAPLI TABLET (30 TABLET),8699578090289,V03AC03,deferasirox
JADIROX 360 MG FILM KAPLI TABLET (30 TABLET),8699578090296,V03AC03,deferasirox
JADIROX 90 MG FILM KAPLI TABLET (30 TABLET),8699578090272,V03AC03,deferasirox
JAKAVI 10 MG 56 TABLET,8699504012248,L01EJ01,ruxolitinib
JAKAVI 15 MG 56 TABLET,8699504012255,L01EJ01,ruxolitinib
JAKAVI 20 MG 56 TABLET,8699504012262,L01EJ01,ruxolitinib
JAKAVI 5 MG 56 TABLET,8699504012231,L01EJ01,ruxolitinib
JANDARK 5 MG 56 FILM KAPLI TABLET,8699680091907,L04AF01,tofacitinib
JANUMET 50/1000 MG 56 FILM KAPLI TABLET,8699636090947,A10BD07,metformin and sitagliptin
JANUMET 50/500 MG 56 FILM KAPLI TABLET,8699636090923,A10BD07,metformin and sitagliptin
JANUMET 50/850 MG 56 FILM KAPLI TABLET,8699636090930,A10BD07,metformin and sitagliptin
JANUVIA 100 MG 28 FILM TABLET,8699636090916,A10BH01,sitagliptin
JARDIANCE 10 MG FILM KAPLI TABLET,8699693090119,A10BK03,empagliflozin
JARDIANCE 25 MG FILM KAPLI TABLET,8699693090126,A10BK03,empagliflozin
JAVLOR 250 MG/ 10 ML INF. KONS. COZELTISI (1 FLAKON),8699749000031,L01CA05,vinflunine
JECTERA 10 MCG ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN LIYOFILIZE TOZ VE COZUCU (1 FLAKON + 1 AMPUL),8699844792077,G04BE01,alprostadil
JECTERA 20 MCG ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN LIYOFILIZE TOZ VE COZUCU (1 FLAKON + 1 AMPUL),8699844792084,G04BE01,alprostadil
JELGO 50 G JEL,8699772340012,M02AC,Preparations with salicylic acid derivatives
JELIGRA 100 MG ORAL JEL ICEREN 4 SASE,8680955340028,G04BE03,sildenafil
"JEMVY 20 MG/0,4 ML ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR ENJEKTOR (1 ENJEKTÖR)",8699074950483,L04AG12,ofatumumab
JERASSI 3 MG / 30 MCG FILM KAPLI TABLET (21 TABLET),8699578092016,G03AA12,drospirenone and ethinylestradiol
JERASSI 3 MG / 30 MCG FILM KAPLI TABLET (63 TABLET),8699578091620,G03AA12,drospirenone and ethinylestradiol
JETEX %5 1 ADET 5 G TUP,8680955350027,N01BB20,combinations
JETEX %5 KREM (15 G 1 ADET),8680955350010,N01BB20,combinations
JETMONAL % 10 ENJEKSIYONLUK COZELTI (3 AMPUL),8699587752635,C01BB01,lidocaine
JETMONAL % 2 ENJEKSIYONLUK COZELTI (10 AMPUL),8699587751508,C01BB01,lidocaine
JETMONAL % 2 ENJEKSIYONLUK COZELTI (5 AMPUL),8699587752611,C01BB01,lidocaine
"JETOKAIN 20 MG/ML+0,0125 MG/ML ENJEKSIYONLUK COZELTI",8699587751461,N01BB52,"lidocaine, combinations"
JETOKAIN SIMPLEX 20 MG/ML ENJEKSIYONLUK COZELTI ,8699587751485,N01BB02,lidocaine
JEVITY PLUS 500 ML FSMP,8699548991202,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations"
"JEVTANA 60 MG/1,5 ML INFUZYONLUK KONSANTRE COZELTI 1 FLAKON",8699809760707,L01CD04,cabazitaxel
JINARC 15 MG 28 TABLET,8680683010170,C03XA01,tolvaptan
JINARC 30 MG 28 TABLET,8680683010194,C03XA01,tolvaptan
JINKONID 750 MG/ 200 MG / 100 MG 7 VAJINAL OVUL,8681911900010,G01AF20,combinations of imidazole derivatives
JODID 100 MCG 50 TABLET,8699808010117,H03CA,Iodine therapy
JOSEI 30 MG TABLET (1 TABLET),8699578012267,G03AD02,ulipristal
"JOYMAX % 10 SPREY, COZELTI",8699844512323,N01BB02,lidocaine
"JUDEXA 0,5 MG 28 KAPSUL",8680972615079,L04AE01,fingolimod
JUVELTA 880 MG/1 G GRANUL (20 SASE),8699527240147,V03AE01,polystyrene sulfonate
K.R. ENEMA 161 MG/ML + 59 MG/ML REKTAL COZELTI (210 ML),8699544356500,A06AG01,sodium phosphate
K.R. ENEMA 161 MG/ML+59 MG/ML REKTAL COZELTI (135 ML),8699544356524,A06AG01,sodium phosphate
"K.R. ENEMA 161 MG/ML+59 MG/ML REKTAL COZELTI (67,5 ML)",8699544356517,A06AG01,sodium phosphate
K.R. ENEMA REKTAL COZELTI (135 ML SISE),8680530620293,A06AG01,sodium phosphate
"K.R. ENEMA REKTAL COZELTI (67,5 ML)",8680530620286,A06AG01,sodium phosphate
K.R. ENEMA TIBBI LAKSATIF LAVMAN (210 ML),8680530620279,A06AG01,sodium phosphate
KABIVEN PERIPHERAL 1440 ML,8699630697180,B05BA10,combinations
KABIVEN PERIPHERAL 1920 ML,8699630697197,B05BA10,combinations
KADCYLA 100 MG IV INF. COZELTI KONSANTRESI ICIN TOZ ICEREN FLAKON,8699505792088,L01FD03,trastuzumab emtansine
KADCYLA 160 MG IV INF. COZELTI KONSANTRESI ICIN TOZ ICEREN FLAKON,8699505792095,L01FD03,trastuzumab emtansine
KALETRA 200 MG/50 MG  FILM KAPLI  TABLET,8680656080094,J05AR10,lopinavir and ritonavir
KALIDREN 50 MG 20 FILM TABLET,8698978090035,M01AB05,diclofenac
KALINOR 15 EFERVESAN TABLET,8699738020019,A12BA30,potassium (different salts in combination) 
"K-ALLEXIN %0,05 NAZAL SPREY 18 G 140 DOZ",8699512008783,R01AD09,mometasone
KALMOSAN 100 ML LOSYON,8699512480015,D04AA32,diphenhydramine
"KALSIMAG-D3 1000MG/300MG/8,8MG  EFERVESAN GRANUL ICEREN SASE (40 ADET)",8699591240074,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
"KAMFOLIN 150 MG/G+100 MG/G MERHEM, 50 GR",8699578382216,M02AC,Preparations with salicylic acid derivatives
KAN SEKERI OLCUM SISTEMI - G40,7640143658855,V07AY,Other non-therapeutic auxiliary products
KAN SEKERI TEST CUBUGU - FORA G40 STRIP,7640143658862,V07AY,Other non-therapeutic auxiliary products
"KANFLEKS % 0,9 IZOTONIK SODYUM KLORUR SUDAKI COZELTISI PP 1000 ML SETLI",8699535691146,B05XA03,sodium chloride
"KANFLEKS % 0,9 IZOTONIK SODYUM KLORUR SUDAKI COZELTISI PP 1000 ML SETSIZ",8699535690149,B05XA03,sodium chloride
"KANFLEKS % 0,9 IZOTONIK SODYUM KLORUR SUDAKI COZELTISI PP 500 ML SETLI",8699535691139,B05XA03,sodium chloride
"KANFLEKS % 0,9 IZOTONIK SODYUM KLORUR SUDAKI COZELTISI PP 500 ML SETSIZ",8699535690132,B05XA03,sodium chloride
KANFLEKS % 5 DEKSTROZ PVC 100 ML SOLUSYON,8699535691320,B05BA03,carbohydrates
KANFLEKS % 5 DEKSTROZ PVC 150 ML SOLUSYON,8699535691351,B05BA03,carbohydrates
KANFLEKS % 5 DEKSTROZ PVC 250 ML SOLUSYON,8699535691368,B05BA03,carbohydrates
KANFLEKS %5 DEKSTROZ SUDAKI SOLUSYONU PP TORBA 1000 ML SETLI,8699535691344,B05BA03,carbohydrates
KANFLEKS %5 DEKSTROZ SUDAKI SOLUSYONU PP TORBA 1000 ML SETSIZ,8699535690347,B05BA03,carbohydrates
KANFLEKS %5 DEKSTROZ SUDAKI SOLUSYONU PP TORBA 500 ML SETLI,8699535691337,B05BA03,carbohydrates
KANFLEKS %5 DEKSTROZ SUDAKI SOLUSYONU PP TORBA 500 ML SETSIZ,8699535690330,B05BA03,carbohydrates
"KANSUK % 0,9 SODYUM KLO. PVC 100 ML SOLUSYON",8699535691122,B05XA03,sodium chloride
"KANSUK % 0,9 SODYUM KLO. PVC 150 ML SOLUSYON",8699535691177,B05XA03,sodium chloride
"KANSUK % 0,9 SODYUM KLO. PVC 250 ML SOLUSYON",8699535691184,B05XA03,sodium chloride
"KANSUK % 0,9 SODYUM KLO. PVC 3000 ML SOLUSYON",8699535691160,B05XA03,sodium chloride
KAPEDA 150 MG 60 FILM TABLET,8699828091189,L01BC06,capecitabine
KAPEDA 500 MG 120 FILM TABLET,8699828091196,L01BC06,capecitabine
KAPRIL 25 MG 48 TABLET,8699541010207,C09AA01,captopril
KAPTORIL 25 MG 50 TABLET,8699525010797,C09AA01,captopril
KAPTORIL 50 MG 50 TABLET,8699525010803,C09AA01,captopril
KARAZEPIN 200 MG 25 TABLET,8699792011374,N03AF01,carbamazepine
